,id,first_air_date,name,overview,popularity,vote_average,vote_count
1336,63522,2015-12-18,F is for Family,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.",34.105,7.4,293
1337,2355,2003-09-20,Lilo & Stitch: The Series,"This animated series chronicles the further adventures of renegade scientist Dr. Jumba Jookiba's beloved Experiment 626, who is now living happily as Lilo's alien buddy Stitch. Jumba’s remaining experiments have landed all over Hawaii in the form of dehydrated pods. Lilo and Stitch’s mission is to catch Stitch’s ""cousins"" before they fall into the clutches of the evil Dr. Jacques von Hamsterviel!",43.957,7.4,476
1338,72339,2017-12-06,HAPPY!,"Corrupt ex-cop turned hitman Nick Sax's life is changed forever by a relentlessly positive, imaginary blue winged horse named Happy.",21.297,7.4,333
1339,113600,2020-12-30,Equinox,"Haunted by visions after her sister vanished with her classmates 21 years before, Astrid begins an investigation that uncovers the dark, eerie truth.",9.296,7.4,231
1340,81879,2019-10-27,Mrs. Fletcher,"A dual coming-of-age comedy exploring the impact of internet porn and social media, Mrs. Fletcher follows empty nest divorcée Eve Fletcher — as she reinvents her life to find the happiness and sexual fulfillment that’s eluded her, and her college freshman son Brendan.",9.48,7.4,254
1341,91602,2019-10-18,Modern Love,"An unlikely friendship. A lost love resurfaced. A marriage at its turning point. A date that might not have been a date. An unconventional new family. These are unique stories about the joys and tribulations of love, each inspired by true events.",23.52,7.4,261
1342,5148,2009-10-02,Stargate Universe,"The adventures of a present-day, multinational exploration team traveling on the Ancient spaceship Destiny many billions of light years distant from the Milky Way Galaxy. They evacuated there and are now trying to figure out a way to return to Earth, while simultaneously trying to explore and to survive in their unknown area of the universe.",37.477,7.4,577
1343,45,2002-10-20,Top Gear,"This fast-paced and stunt-filled motor show tests whether cars, both mundane and extraordinary, live up to their manufacturers' claims. The long-running show travels to locations around the world, performing extreme stunts and challenges to see what the featured cars are capable of doing. The current hosts are Paddy Mcguinness, Chris Harris and Andrew ""Freddie"" Flintoff.",107.203,7.4,616
1344,51019,2013-11-17,Almost Human,"The year is 2048. By mandate, every cop must partner with a robot. Detective John Kennex returns to work after waking up from a 17-month coma. As he adjusts to working with his new partner, Dorian, a discontinued android with unexpected emotional responses, John also must learn to get along with his new colleagues.",13.388,7.4,433
1345,39297,2011-10-11,Last Man Standing,A married father of three tries to maintain his manliness in a world increasingly dominated by women.,104.15,7.4,268
1346,60637,2014-02-23,Griselda Blanco: The Black Widow,La Viuda Negra is a 2014 Spanish-language telenovela produced by RTI Producciones and Televisa for United States-based television network Univisión and for Colombia-based television network Caracol Television. It is an adaptation of the book La patrona de Pablo Escobar de José Guarnizo based on history from Griselda Blanco.,14.58,7.4,327
1347,93287,2020-11-26,The Flight Attendant,"Flight attendant Cassandra Bowden wakes in her hotel room hungover from the night before in Dubai with a dead body lying next to her. Afraid to call the police, she continues her morning as if nothing happened. In New York, she is met by FBI agents who question her about her recent layover in Bangkok. Still unable to piece the night together, she begins to wonder if she could be the killer.",26.539,7.4,425
1348,1269,1981-09-12,Spider-Man and His Amazing Friends,"Spider-Man and His Amazing Friends is an American animated television series produced by Marvel Productions starring established Marvel Comics characters Spider-Man and Iceman and an original character, Firestar. As a trio called the Spider-Friends, they fought against various villains.",22.836,7.4,205
1349,2593,2002-09-26,Without a Trace,The series follows the ventures of a Missing Persons Unit of the FBI in New York City.,83.459,7.4,214
1350,210232,2022-10-13,The Watcher,"A family moves into their suburban dream home, only to discover they've inherited a nightmare.",51.715,7.4,411
1351,96481,2020-01-24,Rise of Empires: Ottoman,Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.,24.183,7.4,251
1352,81349,2020-03-05,Devs,"Young computer engineer Lily Chan investigates the secretive development division of her employer, a cutting-edge tech company based in San Francisco, which she believes is behind the murder of her boyfriend.",16.748,7.4,450
1353,133723,2021-11-28,Harry Potter: Hogwarts Tournament of Houses,Wizarding World fans put their Harry Potter knowledge to the test for the ultimate honor to be named House Cup champion.,23.118,7.4,272
1354,68799,2016-11-25,Gilmore Girls: A Year in the Life,"Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",15.458,7.4,257
1355,84661,2020-01-12,The Outsider,"When an insidious supernatural force edges its way into a seemingly straightforward investigation into the gruesome murder of a young boy, it leads a seasoned cop and an unorthodox investigator to question everything they believe in.",29.211,7.4,1214
1356,94951,2020-02-07,Mythic Quest,"Meet the team behind the biggest multiplayer video game of all time. But in a workplace focused on building worlds, molding heroes, and creating legends, the most hard-fought battles don’t occur in the game—they happen in the office.",32.837,7.4,241
1357,103026,2020-05-10,Undertaker: The Last Ride,The anticipated WWE Network docuseries will look back on The Undertaker’s storied WWE career and place a focus on the ongoing challenges the wrestling legend appears to have with a career beginning to near it's end.,7.687,7.4,312
1358,60556,2014-01-11,Bitten,"Elena Micheals thought she left the world of supernatural behind when she left Stonehaven behind 'for good this time' she thought. Until the night she got the mysterious call from her pack leader asking her to come back. So now she is heading back, leaving her life as a normal photographer in Toronto for the moment to re-enter the world of werewolves, rules about protect the pack and a man she has spent years trying to get out of her system. Oh and did she mention she was the only living female werewolf in existence?",23.335,7.4,218
1359,66871,2017-01-18,SIX,Action drama series inspired by the real missions of Navy SEAL Team Six.,34.474,7.4,462
1360,8624,2009-02-15,Eastbound & Down,"Years after he turned his back on his hometown, a burned-out major league ballplayer returns to teach phys ed at his old middle school.",9.292,7.4,230
1361,70798,2017-03-03,Istanbullu Gelin,Faruk is the owner of a bus company and the leader of a powerful family in Bursa which is a metropol in Turkey. Faruk meets a violonist girl and falls in love with her. But the dominant mother of Faruk isn't happy with her son's relationship.,22.252,7.4,203
1362,62710,2015-09-21,Blindspot,"A vast international plot explodes when a beautiful Jane Doe is discovered naked in Times Square, completely covered in mysterious, intricate tattoos with no memory of who she is or how she got there. But there's one tattoo that is impossible to miss: the name of FBI agent Kurt Weller, emblazoned across her back. ""Jane,"" Agent Weller and the rest of the FBI quickly realize that each mark on her body is a crime to solve, leading them closer to the truth about her identity and the mysteries to be revealed.",106.782,7.4,2246
1363,60905,2014-04-20,Salem,"Set in the volatile world of 17th century Massachusetts, 'Salem' explores what really fueled the town's infamous witch trials and dares to uncover the dark, supernatural truth hiding behind the veil of this infamous period in American history. In Salem, witches are real, but they are not who or what they seem.",27.22,7.4,269
1364,2405,1997-07-07,Johnny Bravo,"Johnny Bravo tells the story of a biceps-bulging, karate-chopping free spirit who believes he is a gift from God to the women of the earth. Unfortunately for Johnny, everyone else sees him as a narcissistic Mama's boy with big muscles and even bigger hair. In short, he is the quintessential guy who 'just doesn't get it.' No matter what he does, or where he finds himself, he always winds up being his own worst enemy.",53.91,7.4,494
